"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070979","GO:0070979","protein K11-linked ubiquitination","8/1600","30/18903",0.00279208449424805,0.0202720778126773,0.0167700470657357,"CDC16/RNF4/ANAPC5/ANAPC2/ANAPC1/UBE2L3/CDC27/CDC23",8
"GO:0051101","GO:0051101","regulation of DNA binding","20/1600","121/18903",0.00281322371767828,0.0203958719531675,0.0168724555895025,"HDAC2/EP300/NSD1/PARP1/GTF2B/SIN3A/KDM1A/TRAF6/CSNK2B/TAF1/MAPK8/ERCC4/DOT1L/CTNNB1/TRIM28/HMGB1/SUMO1/HMGB2/TXN/ZMPSTE24",20
"GO:0043462","GO:0043462","regulation of ATP-dependent activity","14/1600","73/18903",0.0029269375619001,0.0211894986339008,0.0175289821138926,"SIRT1/HNRNPU/DHX9/SETMAR/DNAJC10/MSH3/SSBP1/CHTOP/MCM2/TP53/AHSA1/SUMO1/MSH6/MSH2",14
"GO:0070935","GO:0070935","3'-UTR-mediated mRNA stabilization","7/1600","24/18903",0.00293436036223047,0.0212124485316023,0.0175479673835903,"LARP4B/METTL16/RBM10/HNRNPA0/TARDBP/HNRNPC/ELAVL1",7
"GO:0035264","GO:0035264","multicellular organism growth","23/1600","147/18903",0.00295324872571949,0.0213180964455699,0.0176353644676981,"SOS1/ATM/NIPBL/PIK3CA/EP300/WDR48/ATRX/GIGYF2/PALB2/RBBP6/TBL1XR1/FTO/MTOR/LGMN/SGPL1/TP53/PLEC/ERCC1/TMED2/ZMPSTE24/PTPN11/CDK4/WDR11",23
"GO:0032479","GO:0032479","regulation of type I interferon production","18/1600","105/18903",0.00297979191072768,0.0214476220067961,0.0177425143009836,"TBK1/POLR3F/POLR3C/DDX3X/DHX9/STAT1/CHUK/SETD2/ATG5/ITCH/NPLOC4/POLA1/HSPD1/HMGB2/G3BP1/POLR3D/BANF1/PTPN11",18
"GO:0032606","GO:0032606","type I interferon production","18/1600","105/18903",0.00297979191072768,0.0214476220067961,0.0177425143009836,"TBK1/POLR3F/POLR3C/DDX3X/DHX9/STAT1/CHUK/SETD2/ATG5/ITCH/NPLOC4/POLA1/HSPD1/HMGB2/G3BP1/POLR3D/BANF1/PTPN11",18
"GO:0006388","GO:0006388","tRNA splicing, via endonucleolytic cleavage and ligation","5/1600","13/18903",0.00311646098374751,0.0223025930945948,0.0184497878974405,"ZBTB8OS/CLP1/FAM98A/TSEN2/DDX1",5
"GO:0070932","GO:0070932","histone H3 deacetylation","5/1600","13/18903",0.00311646098374751,0.0223025930945948,0.0184497878974405,"HDAC2/SIRT1/HDAC1/SFPQ/SMARCAD1",5
"GO:1900262","GO:1900262","regulation of DNA-directed DNA polymerase activity","5/1600","13/18903",0.00311646098374751,0.0223025930945948,0.0184497878974405,"RFC3/RFC5/PCNA/RFC4/RFC2",5
"GO:1900264","GO:1900264","positive regulation of DNA-directed DNA polymerase activity","5/1600","13/18903",0.00311646098374751,0.0223025930945948,0.0184497878974405,"RFC3/RFC5/PCNA/RFC4/RFC2",5
"GO:0045663","GO:0045663","positive regulation of myoblast differentiation","10/1600","44/18903",0.00315481856426712,0.0225447492816109,0.0186501112530947,"SMARCD1/ARID1A/PBRM1/SMARCC1/ACTL6A/SMARCE1/SMARCC2/SMARCA4/SMARCB1/BRD7",10
"GO:0090307","GO:0090307","mitotic spindle assembly","14/1600","74/18903",0.0033347327294926,0.0237963474316296,0.0196854940134192,"LSM14A/DRG1/TPR/HNRNPU/SMC3/KIF2A/GOLGA2/SMC1A/RACGAP1/KPNB1/STAG1/BCCIP/PLK1/CLASP1",14
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process","12/1600","59/18903",0.00343873194111391,0.0245034213175374,0.0202704198634083,"GMPS/UMPS/PFAS/HPRT1/UCK2/PPAT/PAICS/AK2/TJP2/GART/CAD/ATIC",12
"GO:0000413","GO:0000413","protein peptidyl-prolyl isomerization","8/1600","31/18903",0.00348832407823787,0.0248213416579893,0.0205334190054695,"RANBP2/NKTR/PPIG/PPIL4/PPIE/PPID/FKBP4/PPIH",8
"GO:0006986","GO:0006986","response to unfolded protein","22/1600","141/18903",0.00372071704908397,0.0264269311182745,0.0218616405654911,"EP300/DNAJA1/DNAJC10/TBL2/HSPA4L/FAF2/HSPB1/STT3B/VCP/HSPA14/HSPD1/HSPA9/COPS5/SERPINH1/HSPA5/TMED2/UFL1/EIF2AK2/HSP90AB1/HSPA4/HSPE1/EIF2S1",22
"GO:0007020","GO:0007020","microtubule nucleation","9/1600","38/18903",0.00372986357403073,0.0264269311182745,0.0218616405654911,"TUBG1/AKAP9/CENPJ/GOLGA2/TUBGCP2/CKAP5/TUBGCP3/TUBGCP4/CLASP1",9
"GO:0070536","GO:0070536","protein K63-linked deubiquitination","9/1600","38/18903",0.00372986357403073,0.0264269311182745,0.0218616405654911,"USP8/USP16/BRCC3/USP7/VCP/SHMT2/BRCA1/USP9X/PSMD14",9
"GO:1901978","GO:1901978","positive regulation of cell cycle checkpoint","6/1600","19/18903",0.00376679203565215,0.026643890924828,0.0220411202518308,"PCID2/MAD1L1/TPR/CCAR2/TTI1/DYNC1LI1",6
"GO:0006541","GO:0006541","glutamine metabolic process","7/1600","25/18903",0.00378185139831159,0.026643890924828,0.0220411202518308,"GMPS/PFAS/PPAT/PHGDH/GFPT1/CTPS1/CAD",7
"GO:0046033","GO:0046033","AMP metabolic process","7/1600","25/18903",0.00378185139831159,0.026643890924828,0.0220411202518308,"PFAS/HPRT1/PPAT/PAICS/AK2/GART/ATIC",7
"GO:1901984","GO:1901984","negative regulation of protein acetylation","7/1600","25/18903",0.00378185139831159,0.026643890924828,0.0220411202518308,"HDAC2/SIRT1/ATG5/SIN3A/BRCA1/SET/NOC2L",7
"GO:0031023","GO:0031023","microtubule organizing center organization","23/1600","150/18903",0.00382671300896454,0.0269219245256913,0.0222711231462267,"SIRT1/PCM1/RBM14/CENPJ/HAUS6/GOLGA2/ARL2/CDK1/CDK2/AURKA/CTNNB1/BRCA1/NPM1/CKAP5/XPO1/PLK1/CLASP1/CEP76/CHEK1/SLC16A1/NAT10/RANBP1/ROCK2",23
"GO:0006998","GO:0006998","nuclear envelope organization","12/1600","60/18903",0.00397427567254291,0.0279206859924564,0.0230973471258239,"ANKLE2/NUP155/LMNA/VRK1/TARDBP/EMD/NUP93/RCC1/PLK1/ZMPSTE24/BANF1/LMNB2",12
"GO:1903900","GO:1903900","regulation of viral life cycle","22/1600","142/18903",0.0040598779885049,0.0284645424561825,0.0235472515992562,"KPNA2/PABPC1/DDX3X/PKN2/ILF3/PDE12/DDB1/CNOT7/SETDB1/TOP2A/LARP1/TRIM28/STAU1/PPIE/TSG101/PPID/HMGB1/PPIH/SRPK1/BANF1/FMR1/EIF2AK2",22
"GO:0006090","GO:0006090","pyruvate metabolic process","18/1600","108/18903",0.00406880889560106,0.0284645424561825,0.0235472515992562,"EP300/PFKP/OGT/NCOR1/ME2/PRKAA1/MTOR/ARL2/PRKAG1/GPI/FOXK2/PDHB/DLD/EIF6/ENO1/DLAT/LDHA/PDHA1",18
"GO:0090398","GO:0090398","cellular senescence","18/1600","108/18903",0.00406880889560106,0.0284645424561825,0.0235472515992562,"ATM/YBX1/SIRT1/SMC6/MAP2K7/PNPT1/LMNA/RSL1D1/MAPK8/CDK2/TP53/DNAJA3/NPM1/WRN/TERF2/HMGA1/ZMPSTE24/EEF1E1",18
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","47/1600","374/18903",0.00407453215406719,0.0284646588018027,0.0235473478460023,"SIRT1/PPP2R1B/FAF1/CSNK2A2/HDAC1/DNAJA1/BCLAF1/DDX3X/PARP1/MDM2/RRN3/STK3/CCAR2/CTTN/PPP2R1A/BIRC6/NF1/LMNA/CTNNA1/HNRNPK/KDM1A/VDAC2/HSPB1/GSTP1/CTNNB1/NDUFS3/TP53/CSNK2A1/BRCA1/HYOU1/SFPQ/RPL11/RPS7/DNM1L/TAF9/NOC2L/ENO1/NONO/EIF5A/TRAP1/HMGB2/PRKRA/RPL26/URI1/PDIA3/PSME3/EEF1E1",47
"GO:0002204","GO:0002204","somatic recombination of immunoglobulin genes involved in immune response","11/1600","53/18903",0.00424761069109136,0.0295084709291974,0.0244108399194812,"THOC1/RIF1/EXOSC3/PAXIP1/NBN/HSPD1/TFRC/ERCC1/MSH6/MLH1/MSH2",11
"GO:0002208","GO:0002208","somatic diversification of immunoglobulins involved in immune response","11/1600","53/18903",0.00424761069109136,0.0295084709291974,0.0244108399194812,"THOC1/RIF1/EXOSC3/PAXIP1/NBN/HSPD1/TFRC/ERCC1/MSH6/MLH1/MSH2",11
"GO:0045190","GO:0045190","isotype switching","11/1600","53/18903",0.00424761069109136,0.0295084709291974,0.0244108399194812,"THOC1/RIF1/EXOSC3/PAXIP1/NBN/HSPD1/TFRC/ERCC1/MSH6/MLH1/MSH2",11
"GO:0065002","GO:0065002","intracellular protein transmembrane transport","11/1600","53/18903",0.00424761069109136,0.0295084709291974,0.0244108399194812,"TIMM23/PEX13/SEC63/HSPD1/AIFM1/LONP2/HSPA5/TIMM44/GRPEL1/TIMM50/SRP54",11
"GO:0006308","GO:0006308","DNA catabolic process","8/1600","32/18903",0.00431176979224022,0.0297882378444518,0.0246422766957015,"REXO4/ATM/SETMAR/DFFA/DICER1/AIFM1/APEX1/XRN2",8
"GO:0006613","GO:0006613","cotranslational protein targeting to membrane","8/1600","32/18903",0.00431176979224022,0.0297882378444518,0.0246422766957015,"SRP14/SRPRB/SRP72/SRP19/SEC63/SRP9/SRP68/SRP54",8
"GO:0033522","GO:0033522","histone H2A ubiquitination","8/1600","32/18903",0.00431176979224022,0.0297882378444518,0.0246422766957015,"RNF2/TRIP12/UBR5/BRCC3/DDB1/DDB2/RING1/BRCA1",8
"GO:0080111","GO:0080111","DNA demethylation","8/1600","32/18903",0.00431176979224022,0.0297882378444518,0.0246422766957015,"ALKBH1/USP7/FTO/TRIM28/TDG/HNRNPAB/USP9X/APEX1",8
"GO:0044788","GO:0044788","modulation by host of viral process","10/1600","46/18903",0.00444039418299375,0.0306344207258269,0.0253422802610985,"YTHDC2/EEA1/EIF2AK4/DDX56/EEF1A1/PSMC3/FASN/FMR1/PI4KA/ROCK2",10
"GO:0000394","GO:0000394","RNA splicing, via endonucleolytic cleavage and ligation","5/1600","14/18903",0.00451295456450813,0.0307102556176897,0.025405014565767,"ZBTB8OS/CLP1/FAM98A/TSEN2/DDX1",5
"GO:0001833","GO:0001833","inner cell mass cell proliferation","5/1600","14/18903",0.00451295456450813,0.0307102556176897,0.025405014565767,"INTS1/PALB2/PELO/NCAPG2/CHEK1",5
"GO:0010452","GO:0010452","histone H3-K36 methylation","5/1600","14/18903",0.00451295456450813,0.0307102556176897,0.025405014565767,"NSD1/ASH1L/SETMAR/SETD2/PAXIP1",5
"GO:0043558","GO:0043558","regulation of translational initiation in response to stress","5/1600","14/18903",0.00451295456450813,0.0307102556176897,0.025405014565767,"EIF2AK4/NPM1/TMED2/EIF2AK2/EIF2S1",5
"GO:0045842","GO:0045842","positive regulation of mitotic metaphase/anaphase transition","5/1600","14/18903",0.00451295456450813,0.0307102556176897,0.025405014565767,"CUL3/CDC16/ANAPC5/CDC27/CDC23",5
"GO:0060628","GO:0060628","regulation of ER to Golgi vesicle-mediated transport","5/1600","14/18903",0.00451295456450813,0.0307102556176897,0.025405014565767,"RINT1/RNF139/SCFD1/SAR1A/SAR1B",5
"GO:0071236","GO:0071236","cellular response to antibiotic","5/1600","14/18903",0.00451295456450813,0.0307102556176897,0.025405014565767,"MDM2/EZH2/TP53/RPL23/HSPA5",5
"GO:0090239","GO:0090239","regulation of histone H4 acetylation","5/1600","14/18903",0.00451295456450813,0.0307102556176897,0.025405014565767,"SIRT1/ATG5/BRCA1/ZMPSTE24/SMARCB1",5
"GO:0098760","GO:0098760","response to interleukin-7","5/1600","14/18903",0.00451295456450813,0.0307102556176897,0.025405014565767,"YBX1/CRKL/STIP1/PDIA3/ATIC",5
"GO:0098761","GO:0098761","cellular response to interleukin-7","5/1600","14/18903",0.00451295456450813,0.0307102556176897,0.025405014565767,"YBX1/CRKL/STIP1/PDIA3/ATIC",5
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","35/1600","262/18903",0.00472154168712266,0.0320858990945066,0.0265430136433685,"FBXO22/SIRT1/RRP8/SIK2/ATG5/EIF2AK4/SNW1/TRIM24/COMT/MYBBP1A/TBL2/PRKAA1/PIK3R4/PPM1D/MTOR/MAPKAP1/VCAM1/PRKAG1/MAPK8/ADNP/TP53/HNRNPA1/SEH1L/EIF4G1/PLEC/SUV39H1/WRN/HNRNPL/PRKAB1/AIFM1/NUDT1/MED1/HSPA5/EIF2AK2/EIF2S1",35
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","19/1600","118/18903",0.0047518475255779,0.0322479121871872,0.0266770387400865,"MKRN2/FBXO22/PSMC1/KEAP1/MDM2/TAF1/AURKA/VCP/PSMC5/SUMO2/PSMC6/PSMC3/SUMO1/PSMC2/PSMC4/BAG2/PLK1/CSNK1A1/FMR1",19
"GO:1902455","GO:1902455","negative regulation of stem cell population maintenance","7/1600","26/18903",0.00480287298279742,0.03250574007896,0.0268903264908461,"HDAC2/HDAC1/OGT/ARID4B/SIN3A/RBBP7/RBBP4",7
"GO:1903798","GO:1903798","regulation of miRNA maturation","7/1600","26/18903",0.00480287298279742,0.03250574007896,0.0268903264908461,"DDX5/NCOR1/ESR1/TP53/NCOR2/EGFR/ZMPSTE24",7
"GO:0071168","GO:0071168","protein localization to chromatin","11/1600","54/18903",0.00493492982551783,0.0333542411513319,0.0275922477763941,"NIPBL/SETD2/ESR1/PPHLN1/RUVBL2/EZH2/VRK1/VCP/RAD21/PLK1/MSH2",11
"GO:0006448","GO:0006448","regulation of translational elongation","6/1600","20/18903",0.00500079400331307,0.0335719522052834,0.0277723489310579,"USP16/ALKBH1/EIF5A2/DPH5/SRP9/EIF5A",6
"GO:0006607","GO:0006607","NLS-bearing protein import into nucleus","6/1600","20/18903",0.00500079400331307,0.0335719522052834,0.0277723489310579,"KPNA2/IPO5/RANBP2/KPNB1/NUP54/KPNA1",6
"GO:0008340","GO:0008340","determination of adult lifespan","6/1600","20/18903",0.00500079400331307,0.0335719522052834,0.0277723489310579,"ATM/PRDM2/TP53/ZMPSTE24/MSH6/MSH2",6
"GO:0032211","GO:0032211","negative regulation of telomere maintenance via telomerase","6/1600","20/18903",0.00500079400331307,0.0335719522052834,0.0277723489310579,"HNRNPU/EXOSC10/HNRNPA1/HNRNPC/TERF2/NAT10",6
"GO:0070584","GO:0070584","mitochondrion morphogenesis","6/1600","20/18903",0.00500079400331307,0.0335719522052834,0.0277723489310579,"PNPT1/SSBP1/DNM1L/PLEC/SUPV3L1/SLIRP",6
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in protein catabolic process","21/1600","136/18903",0.00511624933435752,0.0343008759136765,0.0283753500151125,"MKRN2/FBXO22/PSMC1/KEAP1/MDM2/RNF139/SMURF1/TAF1/AURKA/VCP/PSMC5/SUMO2/PSMC6/PSMC3/SUMO1/PSMC2/PSMC4/BAG2/PLK1/CSNK1A1/FMR1",21
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","17/1600","102/18903",0.00515139047064975,0.0344901149900684,0.0285318977674985,"ATM/EP300/SIRT1/TOPORS/CCAR2/HNRNPK/KDM1A/SNW1/TP53/BRCA1/PRKDC/TAF9/RPL26/RPS27L/MSH6/MLH1/MSH2",17
"GO:0031122","GO:0031122","cytoplasmic microtubule organization","12/1600","62/18903",0.00524564734482757,0.0350741138820375,0.0290150100066659,"TUBG1/PCM1/DYNC1H1/DST/CENPJ/TUBGCP2/KPNB1/NUMA1/TUBGCP3/TUBGCP4/CLASP1/SLK",12
"GO:0007143","GO:0007143","female meiotic nuclear division","8/1600","33/18903",0.00527686160878814,0.0351884835623466,0.0291096221593717,"ATM/PPP2R1A/TOP2A/AURKA/TRIP13/PLK1/NCAPH/MLH1",8
"GO:0090169","GO:0090169","regulation of spindle assembly","8/1600","33/18903",0.00527686160878814,0.0351884835623466,0.0291096221593717,"DRG1/TPR/HNRNPU/DYNC1H1/CENPJ/RNF4/NUMA1/PLK1",8
"GO:0035966","GO:0035966","response to topologically incorrect protein","24/1600","163/18903",0.00536967863658581,0.0357596222153405,0.0295820957844374,"EP300/DNAJA1/CUL3/HDAC6/DNAJC10/TBL2/HSPA4L/FAF2/HSPB1/STT3B/VCP/HSPA14/HSPD1/HSPA9/COPS5/SERPINH1/HSPA5/TMED2/UFL1/EIF2AK2/HSP90AB1/HSPA4/HSPE1/EIF2S1",24
"GO:0006760","GO:0006760","folic acid-containing compound metabolic process","7/1600","27/18903",0.00601818993920625,0.0396548631661305,0.0328044282301168,"MTRR/TYMS/SHMT2/MTHFD1/GART/SLC25A32/ATIC",7
"GO:0009081","GO:0009081","branched-chain amino acid metabolic process","7/1600","27/18903",0.00601818993920625,0.0396548631661305,0.0328044282301168,"PCCA/ACAT1/PCCB/DLD/HSD17B10/MCCC2/AUH",7
"GO:0039529","GO:0039529","RIG-I signaling pathway","7/1600","27/18903",0.00601818993920625,0.0396548631661305,0.0328044282301168,"LSM14A/PUM2/ANKRD17/CLPB/NPLOC4/C1QBP/PHB2",7
"GO:0042026","GO:0042026","protein refolding","7/1600","27/18903",0.00601818993920625,0.0396548631661305,0.0328044282301168,"DNAJA1/HSPB1/HSPA14/HSPD1/HSPA9/DNAJA2/HSPA5",7
"GO:0045116","GO:0045116","protein neddylation","7/1600","27/18903",0.00601818993920625,0.0396548631661305,0.0328044282301168,"UBE2M/RPL11/RPL5/NAE1/COPS3/COPS5/COPS6",7
"GO:0048207","GO:0048207","vesicle targeting, rough ER to cis-Golgi","7/1600","27/18903",0.00601818993920625,0.0396548631661305,0.0328044282301168,"CUL3/KLHL12/TFG/SEC16A/TMED2/SAR1A/SAR1B",7
"GO:0048208","GO:0048208","COPII vesicle coating","7/1600","27/18903",0.00601818993920625,0.0396548631661305,0.0328044282301168,"CUL3/KLHL12/TFG/SEC16A/TMED2/SAR1A/SAR1B",7
"GO:2000737","GO:2000737","negative regulation of stem cell differentiation","7/1600","27/18903",0.00601818993920625,0.0396548631661305,0.0328044282301168,"HNRNPU/CDK12/CDK13/EZH2/YTHDF2/NELFB/HSPA9",7
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","22/1600","147/18903",0.00616557741040631,0.0405724276030431,0.0335634820841449,"HDAC2/SMAD2/SMURF2/EP300/SIRT1/HDAC1/OGT/ARID4B/SMURF1/SIN3A/SNW1/MEN1/PEG10/TP53/PDPK1/RBBP7/STRAP/RBBP4/SMAD4/TRIM33/HSPA5/HSP90AB1",22
"GO:0000212","GO:0000212","meiotic spindle organization","5/1600","15/18903",0.00630295636343573,0.041150715105782,0.0340418695848279,"TUBG1/ATRX/PPP2R1A/GOLGA2/AURKA",5
"GO:0006206","GO:0006206","pyrimidine nucleobase metabolic process","5/1600","15/18903",0.00630295636343573,0.041150715105782,0.0340418695848279,"MTOR/TYMS/UMPS/CTPS1/CAD",5
"GO:0060766","GO:0060766","negative regulation of androgen receptor signaling pathway","5/1600","15/18903",0.00630295636343573,0.041150715105782,0.0340418695848279,"SIRT1/HDAC1/NCOR1/NCOR2/SMARCA4",5
"GO:0110156","GO:0110156","methylguanosine-cap decapping","5/1600","15/18903",0.00630295636343573,0.041150715105782,0.0340418695848279,"CNOT7/EDC3/DCP1A/EIF4ENIF1/EDC4",5
"GO:1901836","GO:1901836","regulation of transcription of nucleolar large rRNA by RNA polymerase I","5/1600","15/18903",0.00630295636343573,0.041150715105782,0.0340418695848279,"NOL11/MTOR/NCL/SMARCA4/SMARCB1",5
"GO:1902101","GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","5/1600","15/18903",0.00630295636343573,0.041150715105782,0.0340418695848279,"CUL3/CDC16/ANAPC5/CDC27/CDC23",5
"GO:0007339","GO:0007339","binding of sperm to zona pellucida","9/1600","41/18903",0.00637271181396602,0.0415517470955065,0.0343736227186058,"CCT2/UBAP2L/VDAC2/CCT7/TCP1/CCT8/CCT4/CCT5/CCT3",9
"GO:0010506","GO:0010506","regulation of autophagy","43/1600","344/18903",0.00638593498971762,0.0415836080009289,0.0343999796065592,"NEDD4/TBK1/ATM/PIK3CA/WDR6/EP300/SIRT1/CSNK2A2/EXOC1/VPS26A/KEAP1/RAB3GAP2/USP10/EIF4G2/HDAC6/MTDH/CTTN/ATG5/SUPT5H/PRKAA1/GOLGA2/PIK3R4/HSPB1/MTOR/MAP3K7/ATG16L1/MAPK8/ERCC4/LARP1/TP53/FOXK2/EEF1A1/SCFD1/HMGB1/DNM1L/EIF4G1/SNX5/CAPN1/HAX1/EXOC7/SPTLC1/ZMPSTE24/UFL1",43
"GO:0042594","GO:0042594","response to starvation","29/1600","211/18903",0.00644193216188602,0.0418935562235821,0.0346563838256957,"FBXO22/SIRT1/RRP8/SIK2/ATG5/EIF2AK4/COMT/MYBBP1A/TBL2/PRKAA1/PIK3R4/PPM1D/MTOR/PRKAG1/MAPK8/LARP1/TP53/FOXK2/ACAT1/HNRNPA1/EIF2A/SEH1L/SUV39H1/WRN/HNRNPL/HSPA5/EIF2AK2/ACADM/EIF2S1",29
"GO:0007063","GO:0007063","regulation of sister chromatid cohesion","6/1600","21/18903",0.00650723966123395,0.0422631659247851,0.0349621429167175,"ATRX/CTCF/CTNNB1/SFPQ/RAD21/FEN1",6
"GO:0016925","GO:0016925","protein sumoylation","12/1600","64/18903",0.00682101807965643,0.044186023612112,0.0365528241589244,"NFATC2IP/RANBP2/MDM2/SMC6/TOPORS/HMG20A/CTNNB1/TRIM28/SUMO2/GNL3/SUMO1/RANGAP1",12
"GO:0071806","GO:0071806","protein transmembrane transport","12/1600","64/18903",0.00682101807965643,0.044186023612112,0.0365528241589244,"TIMM23/PEX13/SEC63/HSPD1/AIFM1/LONP2/HSPA5/TIMM44/TOMM22/GRPEL1/TIMM50/SRP54",12
"GO:0051865","GO:0051865","protein autoubiquitination","14/1600","80/18903",0.00686190562262243,0.0443932363756689,0.0367242406180353,"ERCC8/CUL3/BRCC3/CNOT4/MDM2/NFX1/LTN1/RNF4/TRAF6/ITCH/DDB2/TAF1/BRCA1/MTA1",14
"GO:1903046","GO:1903046","meiotic cell cycle process","29/1600","212/18903",0.00687663990169841,0.0444309324218545,0.0367554246177499,"ATM/TUBG1/ATRX/SMC3/PPP2R1A/PSMD13/GOLGA2/TOP2A/SMC4/ERCC4/SMC2/NCAPD2/SMC1A/AURKA/YTHDF2/RAD50/ACTR3/ERCC1/RAD21/RAD1/STAG1/TRIP13/PLK1/NCAPD3/NCAPH/MSH6/MLH1/NDC1/NSUN2",29
"GO:0031669","GO:0031669","cellular response to nutrient levels","31/1600","231/18903",0.0070344198374431,0.0451242527663935,0.0373289728705234,"FBXO22/SIRT1/RRP8/SIK2/ATG5/EIF2AK4/SNW1/TRIM24/COMT/MYBBP1A/TBL2/PRKAA1/PIK3R4/PPM1D/MTOR/MAPKAP1/PRKAG1/MAPK8/TP53/HNRNPA1/SEH1L/EIF4G1/SUV39H1/WRN/HNRNPL/PRKAB1/AIFM1/MED1/HSPA5/EIF2AK2/EIF2S1",31
"GO:0034599","GO:0034599","cellular response to oxidative stress","37/1600","288/18903",0.00707836475634087,0.0451242527663935,0.0373289728705234,"HDAC2/SIRT1/FER/KEAP1/PARP1/HDAC6/CHUK/PNPT1/SIN3A/DHRS2/PRDX1/PRKAA1/HSPB1/PYCR1/MAPKAP1/MAPK8/CDK1/MELK/CTNNB1/EZH2/MGMT/TP53/STAU1/SFPQ/LONP1/NONO/EGFR/TRAP1/PRKRA/AIFM1/NQO1/TXN/ECT2/PCNA/APEX1/PRDX3/EIF2S1",37
"GO:0006283","GO:0006283","transcription-coupled nucleotide-excision repair","4/1600","10/18903",0.00708345828309665,0.0451242527663935,0.0373289728705234,"ERCC8/POLR2I/USP7/XAB2",4
"GO:0010998","GO:0010998","regulation of translational initiation by eIF2 alpha phosphorylation","4/1600","10/18903",0.00708345828309665,0.0451242527663935,0.0373289728705234,"EIF2AK4/NPM1/TMED2/EIF2AK2",4
"GO:0030953","GO:0030953","astral microtubule organization","4/1600","10/18903",0.00708345828309665,0.0451242527663935,0.0373289728705234,"CENPJ/KPNB1/NUMA1/CLASP1",4
"GO:0031118","GO:0031118","rRNA pseudouridine synthesis","4/1600","10/18903",0.00708345828309665,0.0451242527663935,0.0373289728705234,"RPUSD2/NHP2/GAR1/DKC1",4
"GO:0031442","GO:0031442","positive regulation of mRNA 3'-end processing","4/1600","10/18903",0.00708345828309665,0.0451242527663935,0.0373289728705234,"NUDT21/CDC73/NCBP1/NCBP2",4
"GO:0031848","GO:0031848","protection from non-homologous end joining at telomere","4/1600","10/18903",0.00708345828309665,0.0451242527663935,0.0373289728705234,"XRCC1/ERCC4/ERCC1/TERF2",4
"GO:0033314","GO:0033314","mitotic DNA replication checkpoint signaling","4/1600","10/18903",0.00708345828309665,0.0451242527663935,0.0373289728705234,"RAD17/ZNF830/TOPBP1/NAE1",4
"GO:1990700","GO:1990700","nucleolar chromatin organization","4/1600","10/18903",0.00708345828309665,0.0451242527663935,0.0373289728705234,"SIRT1/RRP8/SUV39H1/SMARCA5",4
"GO:2000234","GO:2000234","positive regulation of rRNA processing","4/1600","10/18903",0.00708345828309665,0.0451242527663935,0.0373289728705234,"TRMT112/WDR43/RIOK2/DIMT1",4
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","18/1600","114/18903",0.00723476998921181,0.0460293784517711,0.0380777367853253,"EP300/PFKP/OGT/NCOR1/PRKAA1/MTOR/ARL2/PRKAG1/UMPS/GPI/FOXK2/AK2/EIF6/ENO1/TJP2/LDHA/RRM1/CAD",18
"GO:0006515","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","7/1600","28/18903",0.00744887218588777,0.0473311776601379,0.0391546482985988,"CUL3/HDAC6/VCP/CLPP/LONP1/LONP2/YME1L1",7
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process","9/1600","42/18903",0.00751497005738848,0.0476298229304367,0.0394017021667396,"GMPS/PFAS/HPRT1/PPAT/PAICS/AK2/TJP2/GART/ATIC",9
"GO:0010453","GO:0010453","regulation of cell fate commitment","9/1600","42/18903",0.00751497005738848,0.0476298229304367,0.0394017021667396,"HDAC2/HDAC1/MTA2/RBBP7/RBBP4/MTA1/CHD4/MBD3/GATAD2A",9
"GO:0007080","GO:0007080","mitotic metaphase plate congression","11/1600","57/18903",0.00753549811049535,0.0476993205268412,0.0394591939529011,"KIF2C/MAD1L1/CUL3/HNRNPU/MIS12/CCNB1/ZW10/SEH1L/KPNB1/NUDC/CDC23",11
"GO:0001893","GO:0001893","maternal placenta development","8/1600","35/18903",0.0076916421057067,0.0485030478170228,0.0401240761918561,"PARP1/ASH1L/NR2F2/MEN1/PARP2/TMED2/DAZAP1/PRDX3",8
"GO:0010390","GO:0010390","histone monoubiquitination","8/1600","35/18903",0.0076916421057067,0.0485030478170228,0.0401240761918561,"RNF2/BRCC3/CTR9/DDB1/DDB2/RING1/BRCA1/CDC73",8
"GO:0033146","GO:0033146","regulation of intracellular estrogen receptor signaling pathway","8/1600","35/18903",0.0076916421057067,0.0485030478170228,0.0401240761918561,"PARP1/CARM1/CNOT1/PHB2/BRCA1/MED1/UFL1/UBA5",8
